tFirst,tSecond,interval,lon,lat,date,band
2013-11-24 06:29,2013-11-24 19:49,358,159.4377475,40.33189869,2013-11-24,846
2013-11-24 19:49,2013-11-25 06:29,359,159.4753141,40.23047422,2013-11-24,846
2013-11-25 06:29,2013-11-25 19:54,360,158.8888857,41.14274873,2013-11-25,846
2013-11-25 19:54,2013-11-26 06:24,361,159.5528701,42.16091299,2013-11-25,846
2013-11-26 06:24,2013-11-26 19:54,362,159.5928482,41.9272391,2013-11-26,846
2013-11-26 19:54,2013-11-27 06:29,363,159.0086315,40.72858482,2013-11-26,846
2013-11-27 06:29,2013-11-27 19:54,364,159.0501112,40.49980834,2013-11-27,846
2013-11-27 19:54,2013-11-28 05:59,365,162.8413488,46.56837308,2013-11-27,846
2013-11-28 05:59,2013-11-28 20:14,366,160.384899,49.83088498,2013-11-28,846
2013-11-28 20:14,2013-11-29 06:19,367,157.9290606,46.2613211,2013-11-28,846
2013-11-29 06:19,2013-11-29 20:09,368,158.5982911,45.10653083,2013-11-29,846
2013-11-29 20:09,2013-11-30 06:44,369,155.5190565,39.85953394,2013-11-29,846
2013-11-30 06:44,2013-11-30 20:09,370,155.5648198,39.6460843,2013-11-30,846
2013-11-30 20:09,2013-12-01 06:24,371,158.1105252,43.79108078,2013-11-30,846
2013-12-01 06:24,2013-12-01 20:09,372,158.1576254,43.58677767,2013-12-01,846
2013-12-01 20:09,2013-12-02 06:24,373,158.2052825,43.53487953,2013-12-01,846
2013-12-02 06:24,2013-12-02 19:59,374,159.5033328,41.30698037,2013-12-02,846
2013-12-02 19:59,2013-12-03 06:39,375,157.6777763,38.00423606,2013-12-02,846
2013-12-03 06:39,2013-12-03 20:04,376,157.1025753,38.92481795,2013-12-03,846
2013-12-03 20:04,2013-12-04 06:19,377,159.6520312,43.06524652,2013-12-03,846
2013-12-04 06:19,2013-12-04 19:59,378,160.3276736,41.88107077,2013-12-04,846
2013-12-04 19:59,2013-12-05 06:24,379,159.7541681,40.83620808,2013-12-04,846
2013-12-05 06:24,2013-12-05 20:19,380,157.3068548,44.5660832,2013-12-05,846
2013-12-05 20:19,2013-12-06 06:39,381,155.4848421,41.65650351,2013-12-05,846
2013-12-06 06:39,2013-12-06 20:24,382,154.9130865,42.46811527,2013-12-06,846
2013-12-06 20:24,2013-12-07 06:54,383,153.0921579,39.40405225,2013-12-06,846
2013-12-07 06:54,2013-12-07 20:34,384,151.896629,41.29351722,2013-12-07,846
2013-12-07 20:34,2013-12-08 07:04,385,150.7015356,39.2341107,2013-12-07,846
2013-12-08 07:04,2013-12-08 20:24,386,152.0062212,36.88043073,2013-12-08,846
2013-12-08 20:24,2013-12-09 06:54,387,153.3113111,39.07905179,2013-12-08,846
2013-12-09 06:54,2013-12-09 20:14,388,154.6168981,36.73493445,2013-12-09,846
2013-12-09 20:14,2013-12-10 07:09,389,152.7988494,33.29683515,2013-12-09,846
2013-12-10 07:09,2013-12-10 20:59,390,147.2324653,42.77073331,2013-12-10,846
2013-12-10 20:59,2013-12-11 07:29,391,144.7904605,38.80090405,2013-12-10,846
2013-12-11 07:29,2013-12-11 20:49,392,146.0977012,36.47528574,2013-12-11,846
2013-12-11 20:49,2013-12-12 07:24,393,146.7804687,37.61655739,2013-12-11,846
2013-12-12 07:24,2013-12-12 20:44,394,147.4636317,36.36539709,2013-12-12,846
2013-12-12 20:44,2013-12-13 07:24,395,147.5222997,36.41888233,2013-12-12,846
2013-12-13 07:24,2013-12-13 20:39,396,148.2061232,35.1444214,2013-12-13,846
2013-12-13 20:39,2013-12-14 07:09,397,150.1398066,38.4815775,2013-12-13,846
2013-12-14 07:09,2013-12-14 20:14,398,153.3233943,32.73533963,2013-12-14,846
2013-12-14 20:14,2013-12-15 06:49,399,155.8824287,37.33806759,2013-12-14,846
2013-12-15 06:49,2013-12-15 20:19,400,155.3177918,38.26136761,2013-12-15,846
2013-12-15 20:19,2013-12-16 06:44,401,156.0029497,39.36084886,2013-12-15,846
2013-12-16 06:44,2013-12-16 20:14,402,156.6883622,38.19530176,2013-12-16,846
2013-12-16 20:14,2013-12-17 06:49,403,156.1243804,37.20889139,2013-12-16,846
2013-12-17 06:49,2013-12-17 20:09,404,156.8101918,35.98952818,2013-12-17,846
2013-12-17 20:09,2013-12-18 06:39,405,158.1209452,38.22052332,2013-12-17,846
2013-12-18 06:39,2013-12-18 19:39,406,161.9310204,31.32075465,2013-12-18,846
2013-12-18 19:39,2013-12-19 05:54,407,167.6155762,41.19483461,2013-12-18,846
2013-12-19 05:54,2013-12-19 19:14,408,170.8011215,35.91914962,2013-12-19,846
2013-12-19 19:14,2013-12-20 05:24,409,174.6115439,42.11802998,2013-12-19,846
2013-12-20 05:24,2013-12-20 18:54,410,177.1724965,38.04844708,2013-12-20,846
2013-12-20 18:54,2013-12-21 05:14,411,178.4839421,40.17910628,2013-12-20,846
2013-12-21 05:14,2013-12-21 19:14,412,176.0467439,43.83192554,2013-12-21,846
2013-12-21 19:14,2013-12-22 05:39,413,172.9847965,39.1739826,2013-12-21,846
2013-12-22 05:39,2013-12-22 19:09,414,173.6715843,38.04361767,2013-12-22,846
2013-12-22 19:09,2013-12-23 05:19,415,176.2327312,42.11087577,2013-12-22,846
2013-12-23 05:19,2013-12-23 18:54,416,178.1690806,39.09158397,2013-12-23,846
2013-12-23 18:54,2013-12-24 05:09,417,179.4806212,41.18341098,2013-12-23,846
2013-12-24 05:09,2013-12-24 18:29,418,-177.333534,35.93547304,2013-12-24,846
2013-12-24 18:29,2013-12-25 05:14,419,-177.8964545,34.94784835,2013-12-24,846
2013-12-25 05:14,2013-12-25 17:59,420,-174.0859633,27.59318495,2013-12-25,846
2013-12-25 17:59,2013-12-26 04:44,421,-170.2755569,34.98850058,2013-12-25,846
2013-12-26 04:44,2013-12-26 18:14,422,-172.0883485,38.17258071,2013-12-26,846
2013-12-26 18:14,2013-12-27 04:34,423,-170.7773228,40.3415899,2013-12-26,846
2013-12-27 04:34,2013-12-27 18:14,424,-170.7160376,40.2775256,2013-12-27,846
2013-12-27 18:14,2013-12-28 04:54,425,-173.1540474,36.2220971,2013-12-27,846
2013-12-28 04:54,2013-12-28 18:14,426,-173.0931104,36.15144733,2013-12-28,846
2013-12-28 18:14,2013-12-29 04:39,427,-171.1579806,39.48534353,2013-12-28,846
2013-12-29 04:39,2013-12-29 18:24,428,-172.3470403,41.42359477,2013-12-29,846
2013-12-29 18:24,2013-12-30 04:29,429,-171.0371369,43.44335254,2013-12-29,846
2013-12-30 04:29,2013-12-30 18:49,430,-174.1010628,47.66091796,2013-12-30,846
2013-12-30 18:49,2013-12-31 04:49,431,-176.5404216,44.45321722,2013-12-30,846
2013-12-31 04:49,2013-12-31 18:09,432,-171.4825869,36.43486251,2013-12-31,846
2013-12-31 18:09,2014-01-01 04:44,433,-170.7985603,37.69296472,2013-12-31,846
2014-01-01 04:44,2014-01-01 18:09,434,-170.7396765,37.65245443,2014-01-01,846
2014-01-01 18:09,2014-01-02 04:44,435,-170.6810824,37.81842456,2014-01-01,846
2014-01-02 04:44,2014-01-02 18:14,436,-171.2476723,38.85812927,2014-01-02,846
2014-01-02 18:14,2014-01-03 04:34,437,-169.9401798,41.08289467,2014-01-02,846
2014-01-03 04:34,2014-01-03 18:24,438,-171.1323136,43.01670845,2014-01-03,846
2014-01-03 18:24,2014-01-04 04:44,439,-172.3247859,41.240117,2014-01-03,846
2014-01-04 04:44,2014-01-04 18:09,440,-170.3937057,38.08742817,2014-01-04,846
2014-01-04 18:09,2014-01-05 04:49,441,-170.9622075,37.16336546,2014-01-04,846
2014-01-05 04:49,2014-01-05 18:24,442,-172.780813,40.38907439,2014-01-05,846
2014-01-05 18:24,2014-01-06 04:49,443,-172.7253948,40.5726921,2014-01-05,846
2014-01-06 04:49,2014-01-06 18:44,444,-175.1697463,44.49455953,2014-01-06,846
2014-01-06 18:44,2014-01-07 04:49,445,-175.1152686,44.67659737,2014-01-06,846
2014-01-07 04:49,2014-01-07 18:14,446,-171.3124746,38.63771224,2014-01-07,846
2014-01-07 18:14,2014-01-08 04:39,447,-170.0093609,40.97157054,2014-01-07,846
2014-01-08 04:39,2014-01-08 18:24,448,-171.2060963,43.01733766,2014-01-08,846
2014-01-08 18:24,2014-01-09 04:29,449,-169.904018,45.11479177,2014-01-08,846
2014-01-09 04:29,2014-01-09 18:19,450,-169.2273824,44.21807261,2014-01-09,846
2014-01-09 18:19,2014-01-10 04:19,451,-167.9263907,46.26345493,2014-01-09,846
2014-01-10 04:19,2014-01-10 18:04,452,-166.0012265,43.49429019,2014-01-10,846
2014-01-10 18:04,2014-01-11 04:09,453,-164.7013709,45.60831818,2014-01-10,846
2014-01-11 04:09,2014-01-11 18:04,454,-164.6518529,45.6687711,2014-01-11,846
2014-01-11 18:04,2014-01-12 04:19,455,-165.852509,43.96863758,2014-01-11,846
2014-01-12 04:19,2014-01-12 18:14,456,-167.0538877,45.94977311,2014-01-12,846
2014-01-12 18:14,2014-01-13 04:09,457,-165.7564629,47.95723998,2014-01-12,846
2014-01-13 04:09,2014-01-13 17:54,458,-163.2100987,44.32099209,2014-01-13,846
2014-01-13 17:54,2014-01-14 04:14,459,-163.7884706,43.53992734,2014-01-13,846
2014-01-14 04:14,2014-01-14 17:54,460,-163.742761,43.61872444,2014-01-14,846
2014-01-14 17:54,2014-01-15 04:19,461,-164.3224766,42.80976054,2014-01-14,846
2014-01-15 04:19,2014-01-15 17:39,462,-162.4035797,39.55657027,2014-01-15,846
2014-01-15 17:39,2014-01-16 04:24,463,-162.98468,38.61519619,2014-01-15,846
2014-01-16 04:24,2014-01-16 17:39,464,-162.9417105,38.69241382,2014-01-16,846
2014-01-16 17:39,2014-01-17 04:09,465,-161.0248123,42.38812452,2014-01-16,846
2014-01-17 04:09,2014-01-17 17:44,466,-161.608135,43.57428167,2014-01-17,846
2014-01-17 17:44,2014-01-18 04:04,467,-160.9423771,44.87134069,2014-01-17,846
2014-01-18 04:04,2014-01-18 17:29,468,-159.0277248,41.72684112,2014-01-18,846
2014-01-18 17:29,2014-01-19 03:59,469,-158.3634397,43.10566887,2014-01-18,846
2014-01-19 03:59,2014-01-19 17:19,470,-157.0751259,40.93610084,2014-01-19,846
2014-01-19 17:19,2014-01-20 03:59,471,-157.0372159,41.19888245,2014-01-19,846
2014-01-20 03:59,2014-01-20 17:04,472,-155.1255382,37.58373638,2014-01-20,846
2014-01-20 17:04,2014-01-21 03:49,473,-153.8394193,40.38225177,2014-01-20,846
2014-01-21 03:49,2014-01-21 17:19,474,-155.6785447,44.03712253,2014-01-21,846
2014-01-21 17:19,2014-01-22 03:54,475,-156.2686206,43.17894006,2014-01-21,846
2014-01-22 03:54,2014-01-22 17:19,476,-156.2347089,43.33271011,2014-01-22,846
2014-01-22 17:19,2014-01-23 04:04,477,-157.4512789,41.21975221,2014-01-22,846
2014-01-23 04:04,2014-01-23 17:04,478,-155.5443037,37.45189674,2014-01-23,846
2014-01-23 17:04,2014-01-24 03:54,479,-154.2629414,40.39470915,2014-01-23,846
2014-01-24 03:54,2014-01-24 17:09,480,-154.8571467,41.83164948,2014-01-24,846
2014-01-24 17:09,2014-01-25 03:49,481,-154.2022984,43.35586455,2014-01-24,846
2014-01-25 03:49,2014-01-25 17:14,482,-154.7981631,44.73527725,2014-01-25,846
2014-01-25 17:14,2014-01-26 03:29,483,-152.2702452,49.37851089,2014-01-25,846
2014-01-26 03:29,2014-01-26 16:54,484,-149.7432466,45.23694007,2014-01-26,846
2014-01-26 16:54,2014-01-27 03:09,485,-147.2169531,49.89411305,2014-01-26,846
2014-01-27 03:09,2014-01-27 16:19,486,-142.8168458,42.02285087,2014-01-27,846
2014-01-27 16:19,2014-01-28 02:59,487,-141.5420217,44.87501349,2014-01-27,846
2014-01-28 02:59,2014-01-28 16:19,488,-141.5179581,45.10426308,2014-01-28,846
2014-01-28 16:19,2014-01-29 02:59,489,-141.4946487,45.43151252,2014-01-28,846
2014-01-29 02:59,2014-01-29 16:24,490,-142.0972096,46.88244711,2014-01-29,846
2014-01-29 16:24,2014-01-30 02:54,491,-141.4506749,48.3754801,2014-01-29,846
2014-01-30 02:54,2014-01-30 16:14,492,-140.1801604,46.26905586,2014-01-30,846
2014-01-30 16:14,2014-01-31 02:49,493,-139.5353228,47.82161164,2014-01-30,846
2014-01-31 02:49,2014-01-31 16:24,494,-140.7662445,50.37809968,2014-01-31,846
2014-01-31 16:24,2014-02-01 02:39,495,-139.4981679,52.81462611,2014-01-31,846
2014-02-01 02:39,2014-02-01 16:09,496,-137.6061118,49.90761174,2014-02-01,846
2014-02-01 16:09,2014-02-02 02:54,497,-139.4644546,46.63309677,2014-02-01,846
2014-02-02 02:54,2014-02-02 16:14,498,-140.0738737,48.20893369,2014-02-02,846
2014-02-02 16:14,2014-02-03 02:49,499,-139.4341595,49.79727173,2014-02-02,846
2014-02-03 02:49,2014-02-03 16:04,500,-138.1704383,47.63489827,2014-02-03,846
2014-02-03 16:04,2014-02-04 02:59,501,-139.4072966,45.30597937,2014-02-03,846
2014-02-04 02:59,2014-02-04 16:24,502,-141.8950263,50.86057198,2014-02-04,846
2014-02-04 16:24,2014-02-05 03:09,503,-143.1336151,48.7713273,2014-02-04,846
2014-02-05 03:09,2014-02-05 16:19,504,-142.4982612,47.79645068,2014-02-05,846
2014-02-05 16:19,2014-02-06 03:24,505,-144.3635431,43.81740009,2014-02-05,846
2014-02-06 03:24,2014-02-06 16:39,506,-146.8547364,49.93288626,2014-02-06,846
2014-02-06 16:39,2014-02-07 03:49,507,-149.9716957,43.00302948,2014-02-06,846
2014-02-07 03:49,2014-02-07 17:04,508,-153.0896,50.77319207,2014-02-07,846
2014-02-07 17:04,2014-02-08 03:59,509,-154.3333539,48.47021318,2014-02-07,846
2014-02-08 03:59,2014-02-08 17:14,510,-155.5780362,51.64067479,2014-02-08,846
2014-02-08 17:14,2014-02-09 04:24,511,-158.6984419,44.68600259,2014-02-08,846
2014-02-09 04:24,2014-02-09 17:19,512,-159.3198161,46.7599055,2014-02-09,846
2014-02-09 17:19,2014-02-10 04:19,513,-158.691974,48.78659102,2014-02-09,846
2014-02-10 04:19,2014-02-10 17:14,514,-158.0650112,47.68807894,2014-02-10,846
2014-02-10 17:14,2014-02-11 04:34,515,-159.9387878,42.96158635,2014-02-10,846
2014-02-11 04:34,2014-02-11 17:04,516,-158.6884383,39.49202724,2014-02-11,846
2014-02-11 17:04,2014-02-12 04:29,517,-158.0638492,41.98210029,2014-02-11,846
2014-02-12 04:29,2014-02-12 17:09,518,-158.6901059,44.42553066,2014-02-12,846
2014-02-12 17:09,2014-02-13 04:44,519,-160.5671421,38.77245419,2014-02-12,846
2014-02-13 04:44,2014-02-13 17:19,520,-161.8200088,43.51680872,2014-02-13,846
2014-02-13 17:19,2014-02-14 04:49,521,-162.4486232,41.9594559,2014-02-13,846
2014-02-14 04:49,2014-02-14 17:14,522,-161.8280215,40.3077937,2014-02-14,846
2014-02-14 17:14,2014-02-15 05:04,523,-163.7082404,33.52080166,2014-02-14,846
2014-02-15 05:04,2014-02-15 17:29,524,-165.5892611,41.41784021,2014-02-15,846
2014-02-15 17:29,2014-02-16 05:04,525,-165.5959619,41.96787724,2014-02-15,846
2014-02-16 05:04,2014-02-16 17:54,526,-168.728586,52.71455243,2014-02-16,846
2014-02-16 17:54,2014-02-17 05:09,527,-169.3618194,51.56415455,2014-02-16,846
2014-02-17 05:09,2014-02-17 18:04,528,-170.620881,55.70975545,2014-02-17,846
2014-02-17 18:04,2014-02-18 05:39,529,-174.3807798,44.49648833,2014-02-17,846
2014-02-18 05:39,2014-02-18 18:19,530,-176.2663594,51.40765297,2014-02-18,846
2014-04-20 05:19,2014-04-20 14:24,652,-148.1398796,46.56378596,2014-04-20,846
2014-04-20 14:24,2014-04-21 05:14,653,-147.5405761,45.41565874,2014-04-20,846
2014-04-21 05:14,2014-04-21 14:39,654,-149.441282,41.78800204,2014-04-21,846
2014-04-21 14:39,2014-04-22 05:04,655,-148.2159967,39.08456095,2014-04-21,846
2014-04-22 05:04,2014-04-22 14:39,656,-148.2405195,38.71864302,2014-04-22,846
2014-04-22 14:39,2014-04-23 04:34,657,-144.5139916,29.6831348,2014-04-22,846
2014-04-23 04:34,2014-04-23 14:34,658,-143.9124953,30.96839557,2014-04-23,846
2014-04-23 14:34,2014-04-24 04:49,659,-145.8107583,35.19629094,2014-04-23,846
2014-04-24 04:49,2014-04-24 14:39,660,-146.4584591,33.43199855,2014-04-24,846
2014-04-24 14:39,2014-04-25 04:59,661,-147.7306496,35.96253429,2014-04-24,846
2014-04-25 04:59,2014-04-25 14:49,662,-149.0024302,32.86249829,2014-04-25,846
2014-04-25 14:49,2014-04-26 05:14,663,-150.8986778,36.67888462,2014-04-25,846
2014-04-26 05:14,2014-04-26 14:54,664,-151.5443653,35.06478382,2014-04-26,846
2014-04-26 14:54,2014-04-27 05:09,665,-150.9392989,33.49217714,2014-04-26,846
2014-04-27 05:09,2014-04-27 14:49,666,-150.3338166,34.52501265,2014-04-27,846
2014-04-27 14:49,2014-04-28 05:14,667,-150.9778431,35.58238649,2014-04-27,846
2014-04-28 05:14,2014-04-28 14:29,668,-148.4961299,39.92395178,2014-04-28,846
2014-04-28 14:29,2014-04-29 05:14,669,-148.5140268,39.69117226,2014-04-28,846
2014-04-29 05:14,2014-04-29 14:39,670,-149.7816272,37.17650793,2014-04-29,846
2014-04-29 14:39,2014-04-30 05:29,671,-151.6736136,40.21459002,2014-04-29,846
2014-04-30 05:29,2014-04-30 14:44,672,-152.3150571,38.88685628,2014-04-30,846
2014-04-30 14:44,2014-05-01 05:39,673,-153.5808709,40.71331016,2014-04-30,846
2014-05-01 05:39,2014-05-01 15:04,674,-156.0963567,36.17303409,2014-05-01,846
2014-05-01 15:04,2014-05-02 05:39,675,-156.1109449,35.96031774,2014-05-01,846
2014-05-02 05:39,2014-05-02 15:14,676,-157.3751868,33.31295345,2014-05-02,846
2014-05-02 15:14,2014-05-03 05:54,677,-159.2637822,36.6091027,2014-05-02,846
2014-05-03 05:54,2014-05-03 15:09,678,-158.6517465,37.43748799,2014-05-03,846
2014-05-03 15:09,2014-05-04 06:04,679,-159.9141373,39.27247045,2014-05-03,846
2014-05-04 06:04,2014-05-04 15:04,680,-159.3009649,39.99486146,2014-05-04,846
2014-05-04 15:04,2014-05-05 06:29,681,-162.4372981,44.13036134,2014-05-04,846
2014-05-05 06:29,2014-05-05 15:09,682,-163.0730486,43.08595627,2014-05-05,846
2014-05-05 15:09,2014-05-06 06:39,683,-164.3330816,44.47198666,2014-05-05,846
2014-05-06 06:39,2014-05-06 15:19,684,-165.5926899,42.65119484,2014-05-06,846
2014-05-06 15:19,2014-05-07 07:04,685,-168.7266215,46.23646816,2014-05-06,846
2014-05-07 07:04,2014-05-07 15:34,686,-170.6100672,43.82001497,2014-05-07,846
2014-05-07 15:34,2014-05-08 06:54,687,-169.3676099,42.0308213,2014-05-07,846
2014-05-08 06:54,2014-05-08 15:59,688,-172.4998967,37.31432388,2014-05-08,846
2014-05-08 15:59,2014-05-09 07:04,689,-173.7563534,39.01546786,2014-05-08,846
2014-05-09 07:04,2014-05-09 16:09,690,-175.012358,36.91780603,2014-05-09,846
2014-05-09 16:09,2014-05-10 06:54,691,-173.7675467,34.71497683,2014-05-09,846
2014-05-10 06:54,2014-05-10 16:09,692,-173.7723175,34.51923334,2014-05-10,846
2014-05-10 16:09,2014-05-11 06:19,693,-169.4012729,26.14796631,2014-05-10,846
2014-05-11 06:19,2014-05-11 16:09,694,-169.4048536,25.97804178,2014-05-11,846
2014-05-11 16:09,2014-05-12 07:29,695,-178.157841,40.46829795,2014-05-11,846
2014-05-12 07:29,2014-05-12 16:29,696,179.3397438,36.75627131,2014-05-12,846
2014-05-12 16:29,2014-05-13 08:14,697,173.7130816,43.90797576,2014-05-12,846
2014-05-13 08:14,2014-05-13 16:14,698,175.586903,45.74419861,2014-05-13,846
2014-05-13 16:14,2014-05-14 08:44,699,171.836501,49.07461004,2014-05-13,846
2014-05-14 08:44,2014-05-14 15:59,700,173.7114838,50.43913608,2014-05-14,846
2014-05-14 15:59,2014-05-15 08:54,701,172.4622949,51.22420122,2014-05-14,846
2014-05-15 08:54,2014-05-15 15:44,702,174.3384344,52.39179953,2014-05-15,846
2014-05-15 15:44,2014-05-16 09:04,703,173.0904388,53.05866556,2014-05-15,846
2014-05-16 09:04,2014-05-16 15:44,704,173.0927591,52.91058136,2014-05-16,846
2014-05-16 15:44,2014-05-17 08:59,705,173.72091,52.35596736,2014-05-16,846
2014-05-17 08:59,2014-05-17 15:44,706,173.7243972,52.21195699,2014-05-17,846
2014-05-17 15:44,2014-05-18 09:19,707,171.2287853,53.62800949,2014-05-17,846
2014-05-18 09:19,2014-05-18 15:29,708,173.1083753,54.55711078,2014-05-18,846
2014-05-18 15:29,2014-05-19 09:14,709,173.7388393,54.07448484,2014-05-18,846
2014-05-19 09:14,2014-05-19 15:24,710,174.3695956,54.29024936,2014-05-19,846
2014-05-19 15:24,2014-05-20 09:39,711,171.2513377,55.75124452,2014-05-19,846
2014-05-20 09:39,2014-05-20 15:29,712,170.6332707,55.32504538,2014-05-20,846
2014-05-20 15:29,2014-05-21 09:29,713,171.8909715,54.56553848,2014-05-20,846
2014-05-21 09:29,2014-05-21 15:14,714,173.773911,55.38345391,2014-05-21,846
2014-05-21 15:14,2014-05-22 09:34,715,173.1578002,55.55504837,2014-05-21,846
2014-05-22 09:34,2014-05-22 14:59,716,175.0418184,56.28472618,2014-05-22,846
2014-05-22 14:59,2014-05-23 09:29,717,175.6767301,55.89288315,2014-05-22,846
2014-05-23 09:29,2014-05-23 15:14,718,173.8120329,54.91311703,2014-05-23,846
2014-05-23 15:14,2014-05-24 09:09,719,176.3228855,53.51812984,2014-05-23,846
2014-05-24 09:09,2014-05-24 15:19,720,175.7091921,53.0676205,2014-05-24,846
2014-05-24 15:19,2014-05-25 08:54,721,177.596107,51.86276813,2014-05-24,846
2014-05-25 08:54,2014-05-25 15:29,722,176.3585072,50.98023866,2014-05-25,846
2014-05-25 15:29,2014-05-26 09:09,723,174.4967083,52.01354198,2014-05-25,846
2014-05-26 09:09,2014-05-26 15:49,724,172.0102374,50.35340814,2014-05-26,846
2014-05-26 15:49,2014-05-27 09:04,725,172.6492576,49.82035245,2014-05-26,846
2014-05-27 09:04,2014-05-27 15:44,726,173.2885501,50.14332446,2014-05-27,846
2014-05-27 15:44,2014-05-28 08:59,727,173.9285379,49.61286242,2014-05-27,846
2014-05-28 08:59,2014-05-28 15:24,728,176.4436264,51.1327849,2014-05-28,846
2014-05-28 15:24,2014-05-29 08:44,729,178.3344403,49.83497049,2014-05-28,846
2014-05-29 08:44,2014-05-29 15:39,730,176.4758478,48.45346927,2014-05-29,846
2014-05-29 15:39,2014-05-30 08:29,731,178.3675609,46.9397505,2014-05-29,846
2014-05-30 08:29,2014-05-30 15:34,732,179.0096524,47.34111629,2014-05-30,846
2014-05-30 15:34,2014-05-31 08:54,733,175.9027405,49.45994412,2014-05-30,846
2014-05-31 08:54,2014-05-31 15:34,734,175.9207684,49.38342563,2014-05-31,846
2014-05-31 15:34,2014-06-01 09:04,735,174.689543,50.09482341,2014-05-31,846
2014-06-01 09:04,2014-06-01 15:34,736,174.7084167,50.02297195,2014-06-01,846
2014-06-01 15:34,2014-06-02 08:59,737,175.352817,49.530105,2014-06-01,846
2014-06-02 08:59,2014-06-02 15:34,738,175.3725027,49.46292641,2014-06-02,846
2014-06-02 15:34,2014-06-03 09:14,739,173.5179705,50.54242239,2014-06-02,846
2014-06-03 09:14,2014-06-03 15:24,740,174.7882881,51.20963883,2014-06-03,846
2014-06-03 15:24,2014-06-04 09:19,741,174.1843727,51.47691614,2014-06-03,846
2014-06-04 09:19,2014-06-04 15:24,742,174.2055699,51.41849309,2014-06-04,846
2014-06-04 15:24,2014-06-05 09:04,743,176.1020651,50.25679572,2014-06-04,846
2014-06-05 09:04,2014-06-05 15:29,744,175.4990415,49.82218986,2014-06-05,846
2014-06-05 15:29,2014-06-06 09:09,745,174.8965116,50.12525603,2014-06-05,846
2014-06-06 09:09,2014-06-06 15:34,746,174.2941556,49.69472366,2014-06-06,846
2014-06-06 15:34,2014-06-07 08:54,747,176.1919395,48.41307431,2014-06-06,846
2014-06-07 08:54,2014-06-07 15:34,748,176.2151287,48.36911315,2014-06-07,846
2014-06-07 15:34,2014-06-08 09:04,749,174.9889075,49.11318632,2014-06-07,846
2014-06-08 09:04,2014-06-08 15:24,750,176.2625107,49.84772848,2014-06-08,846
2014-06-08 15:24,2014-06-09 08:54,751,177.536508,49.00666223,2014-06-08,846
2014-06-09 08:54,2014-06-09 16:39,752,168.1870928,41.63111954,2014-06-09,846
2014-06-09 16:39,2014-06-10 08:39,753,170.0865037,39.69980625,2014-06-09,846
2014-06-10 08:39,2014-06-10 15:39,754,177.610285,46.28771248,2014-06-10,846
2014-06-10 15:39,2014-06-11 08:29,755,178.8852378,45.26433638,2014-06-10,846
2014-06-11 08:29,2014-06-11 15:24,756,-179.2147718,46.6615639,2014-06-11,846
2014-06-11 15:24,2014-06-12 09:09,757,175.8114879,49.8844374,2014-06-11,846
2014-06-12 09:09,2014-06-12 15:34,758,174.5873243,49.10499065,2014-06-12,846
2014-06-12 15:34,2014-06-13 09:04,759,175.2381611,48.65977765,2014-06-12,846
2014-06-13 09:04,2014-06-13 15:24,760,176.5139983,49.41913287,2014-06-13,846
2014-06-13 15:24,2014-06-14 08:54,761,177.7900668,48.59438727,2014-06-13,846
2014-06-14 08:54,2014-06-14 15:39,762,175.9416724,47.33514521,2014-06-14,846
2014-06-14 15:39,2014-06-15 09:29,763,171.5938486,50.05257483,2014-06-14,846
2014-06-15 09:29,2014-06-15 15:39,764,171.6204468,50.04215572,2014-06-15,846
2014-06-15 15:39,2014-06-16 09:19,765,172.8970249,49.26551821,2014-06-15,846
2014-06-16 09:19,2014-06-16 15:29,766,174.1736539,49.99815198,2014-06-16,846
2014-06-16 15:29,2014-06-17 08:39,767,179.1998488,46.76028047,2014-06-16,846
2014-06-17 08:39,2014-06-17 15:19,768,-179.5233547,47.62607831,2014-06-17,846
2014-06-17 15:19,2014-06-18 09:09,769,176.7542865,49.9320383,2014-06-17,846
2014-06-18 09:09,2014-06-18 15:29,770,175.53158,49.19561327,2014-06-18,846
2014-06-18 15:29,2014-06-19 08:04,771,-176.3174837,43.28560071,2014-06-18,846
2014-06-19 08:04,2014-06-19 15:34,772,-176.9152112,42.75767672,2014-06-19,846
2014-06-19 15:34,2014-06-20 09:04,773,175.6131216,48.37332072,2014-06-19,846
2014-06-20 09:04,2014-06-20 15:29,774,176.2652285,48.77970253,2014-06-20,846
2014-06-20 15:29,2014-06-21 09:19,775,174.4176987,49.88446896,2014-06-20,846
2014-06-21 09:19,2014-06-21 15:24,776,175.0697801,50.25392603,2014-06-21,846
2014-06-21 15:24,2014-06-22 09:14,777,175.7218106,49.88504194,2014-06-21,846
2014-06-22 09:14,2014-06-22 15:24,778,175.7489116,49.90348238,2014-06-22,846
2014-06-22 15:24,2014-06-23 08:59,779,177.6506445,48.76973775,2014-06-22,846
2014-06-23 08:59,2014-06-23 16:24,780,170.1787422,43.3011188,2014-06-23,846
2014-06-23 16:24,2014-06-24 09:09,781,168.9557831,44.3302751,2014-06-23,846
2014-06-24 09:09,2014-06-24 15:14,782,177.7312812,50.29192791,2014-06-24,846
2014-06-24 15:14,2014-06-25 09:09,783,177.7579262,50.29094314,2014-06-24,846
2014-06-25 09:09,2014-06-25 15:19,784,177.1596023,49.96607372,2014-06-25,846
2014-06-25 15:19,2014-06-26 09:19,785,175.936172,50.67020479,2014-06-25,846
